Name,InChlKey,SMILES,Formula,Precursor m/z,MS/MS_m/z,MSMS spectrum,Adduct,CE,Source,NLFentanyl_C9H10NO,ProIonFentanyl_C8H9+,ProIonFentanyl_C13H18N+,MS2 feature
Propyl-norfentanyl,HDNAZKBGDIBSLJ-UHFFFAOYSA-N,C1(=CC=CC=C1)N(C(CC)=O)C1CCN(CC1)CCC,C17H26N2O,275.2118,126.1277 999,126.1277:999,[M+H]+,,HighResNPS,0,0,0,0
"2',3'-Dimethoxy Fentanyl",HDNHGNZVCQDFNF-UHFFFAOYSA-N,COC1=C(CCN2CCC(CC2)N(C(CC)=O)C2=CC=CC=C2)C=CC=C1OC,C24H32N2O3,397.2485,"248.1645 999
165.0910 499
150.0675 333",248.1645:999 165.0910:499 150.0675:333,[M+H]+,,HighResNPS,0,0,0,0
Norcarfentanil,HFNFODVRYCEIQL-UHFFFAOYSA-N,CCC(=O)N(C1=CC=CC=C1)C2(CCNCC2)C(=O)OC,C16H22N2O3,291.1703,"113.0597 999
142.0862 499
146.0964 333
259.1441 249
231.1492 199",113.0597:999 142.0862:499 146.0964:333 259.1441:249 231.1492:199,[M+H]+,,HighResNPS,0,0,0,0
Thiafentanil,HFRKHTCPWUOGHM-UHFFFAOYSA-N,COCC(=O)N(C1(CCN(CC1)CCC=1SC=CC1)C(=O)OC)C1=CC=CC=C1,C22H28N2O4S,417.1842,252.1053 999,252.1053:999,[M+H]+,,HighResNPS,0,0,0,0
"2',5'-Dimethoxy 4'-Iodo Fentanyl",HKBAXOAWQOWSMS-UHFFFAOYSA-N,IC1=CC(=C(CCN2CCC(CC2)N(C(CC)=O)C2=CC=CC=C2)C=C1OC)OC,C24H31IN2O3,523.1452,"374.0611 999
290.9876 499
275.9642 333",374.0611:999 290.9876:499 275.9642:333,[M+H]+,,HighResNPS,0,0,0,0
para-Hydroxy Butyryl Fentanyl,HMPNQEXOJZKKKE-UHFFFAOYSA-N,OC1=CC=C(C=C1)N(C(CCC)=O)C1CCN(CC1)CCC1=CC=CC=C1,C23H30N2O2,367.238,"188.1434 999
105.0699 499
297.1961 333
246.1488 249",188.1434:999 105.0699:499 297.1961:333 246.1488:249,[M+H]+,,HighResNPS,0,1,1,2
Isovaleryl Fentanyl,HQXKBEMWVAZFPK-UHFFFAOYSA-N,CC(CC(=O)N(C1CCN(CC1)CCC1=CC=CC=C1)C1=CC=CC=C1)C,C24H32N2O,365.2587,"188.1434 999
105.0699 499
281.2012 333
244.1696 249",188.1434:999 105.0699:499 281.2012:333 244.1696:249,[M+H]+,,HighResNPS,0,1,1,2
"3,5-Dimethylfentanyl",HUUKSTIPSCSVRS-UHFFFAOYSA-N,CC1CN(CC(C1N(C(CC)=O)C1=CC=CC=C1)C)CCC1=CC=CC=C1,C24H32N2O,365.2587,"216.1747 999
105.0699 499",216.1747:999 105.0699:499,[M+H]+,,HighResNPS,0,1,0,1
para-Methyl Cyclopropyl Fentanyl,HVDSXTDEYBCMRJ-UHFFFAOYSA-N,C(CC1=CC=CC=C1)N1CCC(CC1)N(C(=O)C1CC1)C1=CC=C(C=C1)C,C24H30N2O,363.2431,"188.1434 999
105.0699 499
242.1539 333",188.1434:999 105.0699:499 242.1539:333,[M+H]+,,HighResNPS,0,1,1,2
2'-Fluoro Fentanyl,HWUYTWQIMNJNNQ-UHFFFAOYSA-N,FC1=C(CCN2CCC(CC2)N(C(CC)=O)C2=CC=CC=C2)C=CC=C1,C22H27FN2O,355.218,"206.1339 999
216.1383 499
123.0605 333
152.0870 249",206.1339:999 216.1383:499 123.0605:333 152.0870:249,[M+H]+,,HighResNPS,0,0,0,0
Isocarfentanil,ICJRJLQXLMKEML-UHFFFAOYSA-N,C1(=CC=CC=C1)CCN1CC(C(CC1)N(C(CC)=O)C1=CC=CC=C1)C(=O)OC,C24H30N2O3,395.2329,"246.1488 999
105.0699 499
186.1277 333",246.1488:999 105.0699:499 186.1277:333,[M+H]+,,HighResNPS,0,1,0,1
Alfentanil,IDBPHNDTYPBSNI-UHFFFAOYSA-N,CCC(N(C1(COC)CCN(CCN2N=NN(CC)C2=O)CC1)C3=CC=CC=C3)=O,C21H32N6O3,417.2608,"268.1768 999
197.1284 499
385.2346 333
314.1863 249
197.1271 199
165.1022 166",268.1768:999 197.1284:499 385.2346:333 314.1863:249 197.1271:199 165.1022:166,[M+H]+,,HighResNPS,0,0,0,0
Phenoxyacetyl Fentanyl,IFPKCNASKXNARX-UHFFFAOYSA-N,C(CC1=CC=CC=C1)N1CCC(CC1)N(C(COC1=CC=CC=C1)=O)C1=CC=CC=C1,C27H30N2O2,415.238,"188.1434 999
105.0699 499
231.1492 333",188.1434:999 105.0699:499 231.1492:333,[M+H]+,,HighResNPS,0,1,1,2
para-Methyl Methoxyacetyl Fentanyl,IHNULIRQUWXUEL-UHFFFAOYSA-N,O=C(N(C1=CC=C(C)C=C1)C2CCN(CCC3=CC=CC=C3)CC2)COC,C23H30N2O2,367.238,"188.1434 999
105.0699 499
246.1488 333",188.1434:999 105.0699:499 246.1488:333,[M+H]+,,HighResNPS,0,1,1,2
"2',5'-Dimethoxy 4'-Propyl Fentanyl",ILWQIOCAWRGJKL-UHFFFAOYSA-N,COC1=C(CCN2CCC(CC2)N(C(CC)=O)C2=CC=CC=C2)C=C(C(=C1)CCC)OC,C27H38N2O3,439.2955,"207.1379 999
290.2114 499
192.1145 333",207.1379:999 290.2114:499 192.1145:333,[M+H]+,,HighResNPS,0,0,0,0
Methacrylfentanyl,IMWZZHHPURKASS-UHFFFAOYSA-N,CC1=CC(OCC2CN=C(O)O2)=CC(C)=C1,C12H15NO3,222.1125,"188.1434 999
105.0699 499
134.0964 333
228.1383 249
69.0335 199",188.1434:999 105.0699:499 134.0964:333 228.1383:249 69.0335:199,[M+H]+,,HighResNPS,0,1,1,2
Lofentanil,IMYHGORQCPYVBZ-NLFFAJNJSA-N,O=C([C@]1(N(C2=CC=CC=C2)C(CC)=O)[C@@H](C)CN(CCC3=CC=CC=C3)CC1)OC,C25H32N2O3,409.2485,"349.2274 999
260.1645 499
127.0753 333
134.0964 249",349.2274:999 260.1645:499 127.0753:333 134.0964:249,[M+H]+,,HighResNPS,0,0,0,0
para-Chloro Cyclopropyl Fentanyl,IPGLBSCVAGTNBX-UHFFFAOYSA-N,O=C(C1CC1)N(C2=CC=C(Cl)C=C2)C3CCN(CCC4=CC=CC=C4)CC3,C23H27ClN2O,383.1885,"188.1434 999
105.0699 499
262.0993 333",188.1434:999 105.0699:499 262.0993:333,[M+H]+,,HighResNPS,0,1,1,2
alpha-Methyl Butyryl Fentanyl,IPIGJTVNMCMXMT-UHFFFAOYSA-N,CCCC(N(C1=CC=CC=C1)C2CCN(C(C)CC3=CC=CC=C3)CC2)=O,C24H32N2O,365.2587,"202.1590 999
91.0542 499
119.0855 333",202.1590:999 91.0542:499 119.0855:333,[M+H]+,,HighResNPS,0,0,0,0
meta-Methoxy Furanyl Fentanyl,IQXBUEUAOWARGT-PMOUVXMZSA-N,OC=1C=C(C(=O)O[C@@H]2[C@@H]([C@H]3CC[C@@H](C2)N3C)C(=O)OC)C=CC1,C17H21NO5,320.1492,"188.1434 999
105.0699 499
284.1281 333",188.1434:999 105.0699:499 284.1281:333,[M+H]+,,HighResNPS,0,1,1,2
3'-4'-Methylenedioxyfentanyl,IUMZLCAPJMIXCX-UHFFFAOYSA-N,O1COC2=C1C=CC(=C2)N(C(CC)=O)C2CCN(CC2)CCC2=CC=CC=C2,C23H28N2O3,381.2172,"188.1434 999
105.0699 499",188.1434:999 105.0699:499,[M+H]+,,HighResNPS,0,1,1,2
"2',5'-Dimethoxy 4'-Bromo Fentanyl",IWJDXHKRMXYRFD-UHFFFAOYSA-N,BrC1=CC(=C(CCN2CCC(CC2)N(C(CC)=O)C2=CC=CC=C2)C=C1OC)OC,C24H31BrN2O3,475.1591,"326.0750 999
243.0015 499
227.9780 333",326.0750:999 243.0015:499 227.9780:333,[M+H]+,,HighResNPS,0,0,0,0
4''-Bromo-ohmefentanyl,IWNOJCQHCHZJQQ-UHFFFAOYSA-N,BrC1=CC=C(C=C1)C(CN1CC(C(CC1)N(C(CC)=O)C1=CC=CC=C1)C)O,C23H29BrN2O2,445.1485,"296.0644 999
278.0539 499",296.0644:999 278.0539:499,[M+H]+,,HighResNPS,0,0,0,0
Tetrahydrofuran Fentanyl 3-Tetrahydrofurancarboxamide,IYRYSBGEQAGZME-UHFFFAOYSA-N,C1(=CC=CC=C1)N(C(=O)C1COCC1)C1CCN(CC1)CCC1=CC=CC=C1,C24H30N2O2,379.238,"188.1434 999
105.0699 499
258.1488 333",188.1434:999 105.0699:499 258.1488:333,[M+H]+,,HighResNPS,0,1,1,2
para-Methoxy Furanyl Fentanyl,JCCKUDBCTLAHGQ-UHFFFAOYSA-N,O=C(C1=CC=CO1)N(C2=CC=C(OC)C=C2)C3CCN(CCC4=CC=CC=C4)CC3,C25H28N2O3,405.2172,"188.1434 999
105.0699 499
134.0964 333",188.1434:999 105.0699:499 134.0964:333,[M+H]+,,HighResNPS,0,1,1,2
beta-Hydroxyfentanyl,JEFVHLMGRUJLET-UHFFFAOYSA-N,CCC(N(C1CCN(CC(O)C2=CC=CC=C2)CC1)C3=CC=CC=C3)=O,C22H28N2O2,353.2223,"204.1383 999
186.1277 499
335.2118 333
279.1856 249",204.1383:999 186.1277:499 335.2118:333 279.1856:249,[M+H]+,,HighResNPS,0,0,0,0
alpha'-Methoxy Fentanyl,JFUZJQRRXWYJQC-UHFFFAOYSA-N,COC(C(=O)N(C1CCN(CC1)CCC1=CC=CC=C1)C1=CC=CC=C1)C,C23H30N2O2,367.238,"188.1434 999
105.0699 499
246.1488 333",188.1434:999 105.0699:499 246.1488:333,[M+H]+,,HighResNPS,0,1,1,2
"2',5'-Dimethoxy 4'-Butyl alpha-Methyl Fentanyl",JGVJLLGNTVSNSP-UHFFFAOYSA-N,C(CCC)C1=CC(=C(C=C1OC)CC(C)N1CCC(CC1)N(C(CC)=O)C1=CC=CC=C1)OC,C29H42N2O3,467.3268,"235.1692 999
220.1458 499
207.1379 333",235.1692:999 220.1458:499 207.1379:333,[M+H]+,,HighResNPS,0,0,0,0
Meta-methyl Fentanyl,JHXYIANWOVWBEY-UHFFFAOYSA-N,CC=1C=C(C=CC1)N(C(=O)C1CC1)C1CCN(CC1)CCC1=CC=CC=C1,C24H30N2O,363.2431,"188.1434 999
105.0699 499
295.2169 333
230.1539 249",188.1434:999 105.0699:499 295.2169:333 230.1539:249,[M+H]+,,HighResNPS,0,1,1,2
ortho-Methylmethoxyacetylfentanyl,JJNJJOPCUJRZRG-UHFFFAOYSA-N,COCC(=O)N(C1CCN(CC1)CCC1=CC=CC=C1)C1=C(C=CC=C1)C,C23H30N2O2,367.238,"188.1434 999
105.0699 499
246.1488 333",188.1434:999 105.0699:499 246.1488:333,[M+H]+,,HighResNPS,0,1,1,2
para-Methyl Acetyl Fentanyl,JNQPTABAZAHVEN-UHFFFAOYSA-N,CC1=CC=C(C=C1)N(C(C)=O)C1CCN(CC1)CCC1=CC=CC=C1,C22H28N2O,337.2274,"188.1434 999
105.0699 499
216.1383 333
295.2169 249",188.1434:999 105.0699:499 216.1383:333 295.2169:249,[M+H]+,,HighResNPS,0,1,1,2
Despropionyl meta-Methyl Fentanyl,JQELYMOBBRDROY-UHFFFAOYSA-N,CC1CN(CCC2=CC=CC=C2)CCC1NC3=CC=CC=C3,C20H26N2,295.2169,"105.0699 999
202.1590 499
134.0964 333
188.1434 249",105.0699:999 202.1590:499 134.0964:333 188.1434:249,[M+H]+,,HighResNPS,0,1,1,2
N-Methyl-acetyl-norfentanyl,JRDQNWRUEQCCAW-UHFFFAOYSA-N,CN1CCC(CC1)N(C(C)=O)C1=CC=CC=C1,C14H20N2O,233.1648,"98.0964 999
191.1543 499",98.0964:999 191.1543:499,[M+H]+,,HighResNPS,0,0,0,0
Thienyl Fentanyl,JSOSWRYHPGIWGT-UHFFFAOYSA-N,CCC(N(C1=CC=CC=C1)C2CCN(CC3=CC=CS3)CC2)=O,C19H24N2OS,329.1682,"180.0841 999
97.0106 499
82.0651 333",180.0841:999 97.0106:499 82.0651:333,[M+H]+,,HighResNPS,0,0,0,0
meta-Fluoro Butyryl Fentanyl,JWYRFGPPCJVCSJ-UHFFFAOYSA-N,O=C(N(C1=CC=CC(F)=C1)C2CCN(CCC3=CC=CC=C3)CC2)C=C,C22H25FN2O,353.2024,"188.1434 999
105.0699 499
299.1918 333",188.1434:999 105.0699:499 299.1918:333,[M+H]+,,HighResNPS,0,1,1,2
alpha-Methyl-acrylfentanyl,JZPZICLIEUURPG-UHFFFAOYSA-N,C1(=CC=CC=C1)N(C(C=C)=O)C1CCN(CC1)C(CC1=CC=CC=C1)C,C23H28N2O,349.2274,202.1590 999,202.1590:999,[M+H]+,,HighResNPS,0,0,0,0
ortho-Fluoro Valeryl Fentanyl,KAZMSFHTWANUCG-UHFFFAOYSA-N,FC1=C(C=CC=C1)N(C(CCCC)=O)C1CCN(CC1)CCC1=CC=CC=C1,C24H31FN2O,383.2493,"188.1434 999
262.1602 499
105.0699 333",188.1434:999 262.1602:499 105.0699:333,[M+H]+,,HighResNPS,0,1,1,2
Acetyl-carfentanil,KDWNFIZTOZPRAD-UHFFFAOYSA-N,C(C)(=O)N(C1(CCN(CC1)CCC1=CC=CC=C1)C(=O)OC)C1=CC=CC=C1,C23H28N2O3,381.2172,"246.1488 999
186.1277 499
105.0699 333",246.1488:999 186.1277:499 105.0699:333,[M+H]+,,HighResNPS,0,1,0,1
para-Fluoro Methoxyacetyl Fentanyl,KDXSBALZECTNCT-UHFFFAOYSA-N,FC1=CC=C(C=C1)N(C(COC)=O)C1CCN(CC1)CCC1=CC=CC=C1,C22H27FN2O2,371.2129,"188.1434 999
105.0699 499
250.1238 333
134.0964 249",188.1434:999 105.0699:499 250.1238:333 134.0964:249,[M+H]+,,HighResNPS,0,1,1,2
N-Methyl Norcarfentanil,KKEVIELPQLXPRR-UHFFFAOYSA-N,O=C(C1(N(C2=CC=CC=C2)C(CC)=O)CCN(C)CC1)OC,C17H24N2O3,305.1859,"146.0964 999
189.1386 499
245.1648 333
113.0597 249
189.1512 199
273.1597 166",146.0964:999 189.1386:499 245.1648:333 113.0597:249 189.1512:199 273.1597:166,[M+H]+,,HighResNPS,0,0,0,0
Brifentanyl,KKMGCTVJCQYQPV-WBVHZDCISA-N,O=C(N([C@@H]1[C@H](C)CN(CCN2N=NN(CC)C2=O)CC1)C3=CC=CC=C3F)COC,C20H29FN6O3,421.2358,238.1662 999,238.1662:999,[M+H]+,,HighResNPS,0,0,0,0
Phenoxyethyl-norfentanyl,KOMXSJAJYURFRZ-UHFFFAOYSA-N,O(C1=CC=CC=C1)CCN1CCC(CC1)N(C(CC)=O)C1=CC=CC=C1,C22H28N2O2,353.2223,204.1383 999,204.1383:999,[M+H]+,,HighResNPS,0,0,0,0
para-Methyl Furanyl Fentanyl,KPCWABTXRUWDSW-UHFFFAOYSA-N,CC1=CC=C(C=C1)N(C(=O)C=1OC=CC1)C1CCN(CC1)CCC1=CC=CC=C1,C25H28N2O2,389.2223,"188.1434 999
105.0699 499
146.0964 333",188.1434:999 105.0699:499 146.0964:333,[M+H]+,,HighResNPS,0,1,1,2
beta-Hydroxy-3-methyl-thienylfentanyl,KXGIWIKSVQTKHU-UHFFFAOYSA-N,OC(CN1CC(C(CC1)N(C(CC)=O)C1=CC=CC=C1)C)C=1SC=CC1,C21H28N2O2S,373.1944,"224.1104 999
206.0998 499",224.1104:999 206.0998:499,[M+H]+,,HighResNPS,0,0,0,0
para-Fluorofentanyl,KXUBAVLIJFTASZ-UHFFFAOYSA-N,CCC(N(C1=CC=C(F)C=C1)C2CCN(CCC3=CC=CC=C3)CC2)=O,C22H27FN2O,355.218,"188.1434 999
105.0699 499
234.1289 333
150.0713 249",188.1434:999 105.0699:499 234.1289:333 150.0713:249,[M+H]+,,HighResNPS,0,1,1,2
N-(3-ethylindole) Fentanyl,KZRCNDCSHLUGKI-UHFFFAOYSA-N,O=C(CC)N(C1CCN(CCC2=CNC3=C2C=CC=C3)CC1)C4=CC=CC=C4,C24H29N3O,376.2383,"144.0808 999
189.1386 499
245.1648 333
146.0964 249",144.0808:999 189.1386:499 245.1648:333 146.0964:249,[M+H]+,,HighResNPS,0,0,0,0
beta-Hydroxy-sufentanil,LAAQBWCPQOZHMW-UHFFFAOYSA-N,OC(CN1CCC(CC1)(COC)N(C(CC)=O)C1=CC=CC=C1)C=1SC=CC1,C22H30N2O3S,403.205,254.1209 999,254.1209:999,[M+H]+,,HighResNPS,0,0,0,0
N-Methyl p-methylphenylnorfentanyl,LBCNYSDAKXSWOU-UHFFFAOYSA-N,O=C(N(C1CCN(C)CC1)C2=CC=C(C)C=C2)C3=CC=CC=C3,C20H24N2O,309.1961,98.0964 999,98.0964:999,[M+H]+,,HighResNPS,0,0,0,0
2'-Methyl Fentanyl,LCAFYALTIFGYLM-UHFFFAOYSA-N,CC1=C(C=CC=C1)CCN1CCC(CC1)N(C(CC)=O)C1=CC=CC=C1,C23H30N2O,351.2431,"119.0855 999
202.1590 499
216.1383 333",119.0855:999 202.1590:499 216.1383:333,[M+H]+,,HighResNPS,0,0,0,0
"2',5'-Dimethoxy 4'-Ethyl Fentanyl",LDTWBDPHKDXMOK-UHFFFAOYSA-N,C(C)C1=CC(=C(CCN2CCC(CC2)N(C(CC)=O)C2=CC=CC=C2)C=C1OC)OC,C26H36N2O3,425.2798,"193.1223 999
276.1958 499
178.0988 333",193.1223:999 276.1958:499 178.0988:333,[M+H]+,,HighResNPS,0,0,0,0
4''-Methoxyfentanyl,LEUVPFMLRYUUGW-UHFFFAOYSA-N,COC1=CC=C(C=C1)CCN1CCC(CC1)N(C(CC)=O)C1=CC=CC=C1,C23H30N2O2,367.238,"218.1539 999
135.0804 499",218.1539:999 135.0804:499,[M+H]+,,HighResNPS,0,0,0,0
para-Fluoro Valeryl Fentanyl,LRGKRSJHHVAEAD-UHFFFAOYSA-N,CCCCC(N(C1=CC=C(F)C=C1)C2CCN(CCC3=CC=CC=C3)CC2)=O,C24H31FN2O,383.2493,"188.1434 999
105.0699 499
262.1602 333",188.1434:999 105.0699:499 262.1602:333,[M+H]+,,HighResNPS,0,1,1,2
4'-Fluoro Fentanyl,LSSHGONYDWDTQM-UHFFFAOYSA-N,FC1=CC=C(C=C1)CCN1CCC(CC1)N(C(CC)=O)C1=CC=CC=C1,C22H27FN2O,355.218,"206.1339 999
123.0605 499
299.1918 333
216.1383 249",206.1339:999 123.0605:499 299.1918:333 216.1383:249,[M+H]+,,HighResNPS,0,0,0,0
N-(3C-B-FLY) Fentanyl,LVFPLZZLKWURRJ-UHFFFAOYSA-N,BrC1=C2OCCC2=C(C=2OCCC21)CC(C)N2CCC(CC2)N(C(CC)=O)C2=CC=CC=C2,C27H33BrN2O3,513.1747,"281.0172 999
364.0907 499
252.9859 333",281.0172:999 364.0907:499 252.9859:333,[M+H]+,,HighResNPS,0,0,0,0
meta-Methyl Methoxyacetyl Fentanyl,MAUKPWKPNGATGI-UHFFFAOYSA-N,CC=1C=C(C=CC1)N(C(=O)C=1OC=CC1)C1CCN(CC1)CCC1=CC=CC=C1,C25H28N2O2,389.2223,"188.1434 999
105.0699 499
146.0964 333",188.1434:999 105.0699:499 146.0964:333,[M+H]+,,HighResNPS,0,1,1,2
beta-Methyl Acetyl Fentanyl,MDRBZPCJVBUXSG-UHFFFAOYSA-N,C1(=CC=CC=C1)N(C(C)=O)C1CCN(CC1)CC(C)C1=CC=CC=C1,C22H28N2O,337.2274,"202.1590 999
91.0542 499
119.0855 333",202.1590:999 91.0542:499 119.0855:333,[M+H]+,,HighResNPS,0,0,0,0
para-Methoxy Acetyl Fentanyl,MEAAIIUNOQOZBW-UHFFFAOYSA-N,CC(N(C1=CC=C(OC)C=C1)C2CCN(CCC3=CC=CC=C3)CC2)=O,C22H28N2O2,353.2223,"188.1434 999
105.0699 499
232.1332 333",188.1434:999 105.0699:499 232.1332:333,[M+H]+,,HighResNPS,0,1,1,2
Butyrylfentanyl Carboxy Metabolite,MEVFKTVEGJUHHI-UHFFFAOYSA-N,O=C(CCC(O)=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C3=CC=CC=C3,C23H28N2O3,381.2172,"188.1434 999
105.0699 499
260.1281 333",188.1434:999 105.0699:499 260.1281:333,[M+H]+,,HighResNPS,0,1,1,2
meta-Methyl Furanyl Fentanyl,MEXMWWZFTYDPKV-UHFFFAOYSA-N,CC=1C=C(C=CC1)N(C(CC)=O)C1CCN(CC1)CCC1=CC=CC=C1,C23H30N2O,351.2431,"188.1434 999
105.0699 499
268.1332 333",188.1434:999 105.0699:499 268.1332:333,[M+H]+,,HighResNPS,0,1,1,2
Cyclopropyl Norfentanyl,MFGRYVBZTFUIQB-UHFFFAOYSA-N,C1(=CC=CC=C1)N(C(=O)C1CC1)C1CCNCC1,C15H20N2O,245.1648,"84.0808 999
69.0335 499
162.0913 333",84.0808:999 69.0335:499 162.0913:333,[M+H]+,,HighResNPS,0,0,0,0
para-Fluorofuranylfentanyl,MGEQOAJOFFXWTR-UHFFFAOYSA-N,FC1=CC=C(C=C1)N(C(=O)C=1OC=CC1)C1CCN(CC1)CCC1=CC=CC=C1,C24H25FN2O2,393.1973,"188.1434 999
105.0699 499
146.0964 333
134.0964 249",188.1434:999 105.0699:499 146.0964:333 134.0964:249,[M+H]+,,HighResNPS,0,1,1,2
3-Methyl fentanyl,MLQRZXNZHAOCHQ-UHFFFAOYSA-N,CCC(N(C1C(C)CN(CCC2=CC=CC=C2)CC1)C3=CC=CC=C3)=O,C23H30N2O,351.2431,"202.1590 999
105.0699 499
134.0964 333
230.1539 249
69.0699 199",202.1590:999 105.0699:499 134.0964:333 230.1539:249 69.0699:199,[M+H]+,,HighResNPS,0,1,0,1
N-Benzyl-3-methylfentanyl,MSAFCEWTMBDBFQ-UHFFFAOYSA-N,C(C1=CC=CC=C1)N1CC(C(CC1)N(C(CC)=O)C1=CC=CC=C1)C,C22H28N2O,337.2274,"188.1434 999
91.0542 499",188.1434:999 91.0542:499,[M+H]+,,HighResNPS,0,0,1,1
meta-Chlorofentanyl,MYEGVMLMDWYPOA-UHFFFAOYSA-N,C(C)N(C)CCC1=CNC2=CC=CC=C12,C13H18N2,203.1543,"188.1434 999
105.0699 499
315.1622 333",188.1434:999 105.0699:499 315.1622:333,[M+H]+,,HighResNPS,0,1,1,2
"2',5'-Dimethoxy 4'-Chloro alpha-Methyl Fentanyl",MYUPALHKQYRWHK-UHFFFAOYSA-N,ClC1=CC(=C(C=C1OC)CC(C)N1CCC(CC1)N(C(CC)=O)C1=CC=CC=C1)OC,C25H33ClN2O3,445.2252,"213.0677 999
296.1412 499
185.0364 333",213.0677:999 296.1412:499 185.0364:333,[M+H]+,,HighResNPS,0,0,0,0
para-Toluoyl Fentanyl,MYYJDRIKKKVNOD-UHFFFAOYSA-N,O=C(N(C1CCN(CCC2=CC=CC=C2)CC1)C3=CC=CC=C3)C4=CC=C(C)C=C4,C27H30N2O,399.2431,"188.1434 999
119.0491 499
105.0699 333",188.1434:999 119.0491:499 105.0699:333,[M+H]+,,HighResNPS,0,1,1,2
2-Methyl carfentanil,NCXBGGXCWSFMAM-UHFFFAOYSA-N,CC1=C(C=CC=C1)N(C1(CCN(CC1)CCC1=CC=CC=C1)C(=O)OC)C(CC)=O,C25H32N2O3,409.2485,"246.1488 999
105.0699 499
186.1277 333",246.1488:999 105.0699:499 186.1277:333,[M+H]+,,HighResNPS,0,1,0,1
Despropionyl meta-Fluoro Fentanyl,NDGQTNDWAZPEQV-UHFFFAOYSA-N,FC1=CC(NC2CCN(CCC3=CC=CC=C3)CC2)=CC=C1,C19H23FN2,299.1918,"188.1434 999
105.0699 499
134.0964 333",188.1434:999 105.0699:499 134.0964:333,[M+H]+,,HighResNPS,0,1,1,2
"3,3-Dimethylfentanyl",NEBDAIASWHLNNP-UHFFFAOYSA-N,CC1(CN(CCC1N(C(CC)=O)C1=CC=CC=C1)CCC1=CC=CC=C1)C,C24H32N2O,365.2587,"216.1747 999
105.0699 499
309.2087 333",216.1747:999 105.0699:499 309.2087:333,[M+H]+,,HighResNPS,0,1,0,1
ortho-Fluoro Isobutyryl Fentanyl,NEWBKHYGTFTPMC-UHFFFAOYSA-N,FC1=C(C=CC=C1)N(C(C(C)C)=O)C1CCN(CC1)CCC1=CC=CC=C1,C23H29FN2O,369.2337,"188.1434 999
105.0699 499
248.1445 333
134.0964 249",188.1434:999 105.0699:499 248.1445:333 134.0964:249,[M+H]+,,HighResNPS,0,1,1,2
alpha-Methyl fentanyl,NGTVDHYUFBKWID-UHFFFAOYSA-N,CCC(N(C1CCN(C(C)CC2=CC=CC=C2)CC1)C3=CC=CC=C3)=O,C23H30N2O,351.2431,"202.1590 999
91.0542 499
119.0855 333
84.0808 249",202.1590:999 91.0542:499 119.0855:333 84.0808:249,[M+H]+,,HighResNPS,0,0,0,0
ortho-Fluoro Butyryl Fentanyl,NLSYMTDGNNFMCX-UHFFFAOYSA-N,CCCC(N(C1=CC=CC=C1F)C2CCN(CCC3=CC=CC=C3)CC2)=O,C23H29FN2O,369.2337,"188.1434 999
105.0699 499
248.1445 333",188.1434:999 105.0699:499 248.1445:333,[M+H]+,,HighResNPS,0,1,1,2
"2',5'-Dimethoxy alpha-Methyl Fentanyl",NMYYRSZOKMKYPF-UHFFFAOYSA-N,COC1=C(C=C(C=C1)OC)CC(C)N1CCC(CC1)N(C(CC)=O)C1=CC=CC=C1,C25H34N2O3,411.2642,"179.1066 999
151.0753 499
262.1801 333",179.1066:999 151.0753:499 262.1801:333,[M+H]+,,HighResNPS,0,0,0,0
p-Fluoro-beta-hydroxy-thiobutyrylfentanyl,NNBGCTZCGGFDTK-UHFFFAOYSA-N,FC1=CC=C(C=C1)N(C(CCC)=O)C1CCN(CC1)CC(C=1SC=CC1)O,C21H27FN2O2S,391.185,"210.0947 999
192.0841 499",210.0947:999 192.0841:499,[M+H]+,,HighResNPS,0,0,0,0
"2',5'-Dimethoxy 4'-Bromo alpha-Methyl Fentanyl",NVCARFLHKMIFTK-UHFFFAOYSA-N,BrC1=CC(=C(C=C1OC)CC(C)N1CCC(CC1)N(C(CC)=O)C1=CC=CC=C1)OC,C25H33BrN2O3,489.1747,"257.0172 999
340.0907 499
228.9859 333",257.0172:999 340.0907:499 228.9859:333,[M+H]+,,HighResNPS,0,0,0,0
4-Fluorofentanyl,NXTKGLDHYLETJD-UHFFFAOYSA-N,FC1(CCN(CC1)CCC1=CC=CC=C1)N(C(CC)=O)C1=CC=CC=C1,C22H27FN2O,355.218,"206.1339 999
105.0699 499
299.1918 333",206.1339:999 105.0699:499 299.1918:333,[M+H]+,,HighResNPS,0,1,0,1
"2',5'-Dimethoxy 4'-Methylthio Fentanyl",NYGUILYQUWYLKO-UHFFFAOYSA-N,COC1=C(CCN2CCC(CC2)N(C(CC)=O)C2=CC=CC=C2)C=C(C(=C1)SC)OC,C25H34N2O3S,443.2363,"211.0787 999
294.1522 499
196.0552 333",211.0787:999 294.1522:499 196.0552:333,[M+H]+,,HighResNPS,0,0,0,0
Ocfentanil,NYISTOZKVCMVEL-UHFFFAOYSA-N,O=C(N(C1=CC=CC=C1F)C2CCN(CCC3=CC=CC=C3)CC2)COC,C22H27FN2O2,371.2129,"188.1434 999
105.0699 499
134.0964 333
250.1238 249
146.0964 199",188.1434:999 105.0699:499 134.0964:333 250.1238:249 146.0964:199,[M+H]+,,HighResNPS,0,1,1,2
